0;0;0;0;land;false;unknown;0
1;109;248;231;land;false;forest;1
2;236;151;192;land;false;mountain;1
3;201;192;141;land;false;forest;1
4;217;211;204;land;false;mountain;1
5;248;199;140;land;false;forest;1
6;208;70;246;land;true;forest;1
7;231;171;173;land;false;hills;1
8;214;177;223;land;false;forest;1
9;242;226;98;land;false;urban;1
10;203;230;168;land;false;forest;1
11;167;159;192;land;true;forest;1
12;234;242;26;land;false;mountain;1
13;243;246;241;land;false;marsh;1
14;176;146;189;land;false;forest;1
15;168;252;91;land;false;hills;1
16;167;189;189;land;false;forest;1
17;203;186;252;land;false;urban;1
18;241;222;192;land;false;mountain;1
19;212;200;237;land;false;plains;1
20;226;229;121;land;true;plains;1
21;206;102;235;land;false;forest;1
22;168;164;222;land;false;plains;1
23;220;253;194;land;false;plains;1
24;45;241;232;land;false;plains;1
25;203;227;159;land;false;forest;1
26;227;249;163;land;false;urban;1
27;188;120;219;land;false;plains;1
28;249;105;191;land;false;plains;1
29;176;230;160;land;false;forest;1
30;197;207;242;land;true;mountain;1
31;114;243;153;land;false;plains;1
32;223;180;159;land;false;urban;1
33;115;200;248;land;false;forest;1
34;235;223;169;land;false;urban;1
35;56;249;217;land;false;forest;1
36;237;219;231;land;false;forest;1
37;212;230;141;land;false;mountain;1
38;126;187;199;land;false;forest;1
39;241;51;209;land;false;forest;1
40;217;184;192;land;false;forest;1
41;181;73;250;land;false;urban;1
42;45;230;243;land;false;mountain;1
43;97;175;231;land;false;forest;1
44;246;45;247;land;true;plains;1
45;204;170;232;land;false;mountain;1
46;254;169;193;land;false;forest;1
47;240;166;129;land;true;plains;1
48;166;194;243;land;false;forest;1
49;94;214;232;land;false;forest;1
50;149;244;140;land;true;plains;1
51;245;99;173;land;false;mountain;1
52;117;204;230;land;false;plains;1
53;173;95;250;land;false;forest;1
54;215;184;148;land;false;plains;1
55;122;193;229;land;false;forest;1
56;125;219;239;land;false;forest;1
57;251;141;183;land;false;forest;1
58;180;111;244;land;true;plains;1
59;176;111;229;land;false;plains;1
60;170;148;199;land;false;mountain;1
61;222;97;208;land;false;mountain;1
62;222;145;155;land;true;urban;1
63;214;204;135;land;false;marsh;1
64;173;219;220;land;false;forest;1
65;249;233;186;land;false;urban;1
66;209;215;249;land;false;mountain;1
67;222;90;207;land;false;plains;1
68;156;254;236;land;false;plains;1
69;240;144;232;land;false;forest;1
70;253;181;94;land;false;plains;1
71;164;236;231;land;false;forest;1
72;227;219;166;land;false;urban;1
73;201;112;192;land;false;urban;1
74;122;227;212;land;false;marsh;1
75;201;132;186;land;false;urban;1
76;213;172;155;land;true;forest;1
77;235;91;244;land;false;plains;1
78;235;108;240;land;false;forest;1
79;200;181;205;land;false;urban;1
80;224;233;90;land;false;mountain;1
81;229;225;182;land;false;forest;1
82;138;249;207;land;false;plains;1
83;113;243;252;land;false;plains;1
84;178;212;132;land;false;urban;1
85;184;234;202;land;true;forest;1
86;175;217;120;land;false;urban;1
87;240;51;254;land;false;forest;1
88;243;161;109;land;false;forest;1
89;249;214;124;land;false;plains;1
90;202;187;114;land;false;urban;1
91;156;168;199;land;false;mountain;1
92;239;175;207;land;false;forest;1
93;231;214;91;land;false;mountain;1
94;244;68;207;land;false;forest;1
95;241;160;243;land;true;plains;1
96;180;242;95;land;false;plains;1
97;134;205;227;land;false;forest;1
98;223;243;126;land;false;mountain;1
99;190;111;209;land;false;forest;1
100;253;130;178;land;false;forest;1
101;244;249;37;land;false;urban;1
102;99;197;218;land;false;forest;1
103;186;101;228;land;false;forest;1
104;117;227;190;land;false;marsh;1
105;142;251;213;land;false;plains;1
106;217;138;199;land;false;urban;1
107;239;226;88;land;false;urban;1
108;231;148;199;land;false;forest;1
109;244;188;117;land;false;plains;1
110;191;176;197;land;false;plains;1
111;233;197;121;land;false;forest;1
112;28;254;226;land;false;forest;1
113;248;75;239;land;false;forest;1
114;222;198;187;land;false;forest;1
115;229;185;123;land;false;plains;1
116;169;222;168;land;false;forest;1
117;225;134;148;land;true;plains;1
118;147;159;202;land;false;mountain;1
119;134;238;184;land;false;mountain;1
120;185;242;174;land;false;urban;1
121;222;161;180;land;false;mountain;1
122;153;120;241;land;false;mountain;1
123;148;247;171;land;false;urban;1
124;204;229;78;land;true;forest;1
125;191;193;119;land;false;plains;1
126;253;124;208;land;true;forest;1
127;186;198;156;land;false;plains;1
128;215;213;83;land;false;urban;1
129;217;175;224;land;false;mountain;1
130;169;183;151;land;false;forest;1
131;211;180;243;land;true;plains;1
132;233;207;126;land;false;forest;1
133;126;235;143;land;false;mountain;1
134;228;133;213;land;false;plains;1
135;228;134;195;land;false;urban;1
136;125;250;249;land;false;mountain;1
137;216;230;156;land;false;plains;1
138;239;145;208;land;true;marsh;1
139;218;248;128;land;false;mountain;1
140;254;199;236;land;true;urban;1
141;228;132;239;land;false;mountain;1
142;102;204;230;land;false;plains;1
143;219;229;98;land;false;mountain;1
144;182;132;196;land;false;forest;1
145;223;199;198;land;false;marsh;1
146;243;205;241;land;false;urban;1
147;176;170;193;land;true;forest;1
148;241;164;191;land;false;forest;1
149;223;154;160;land;false;plains;1
150;172;198;148;land;false;mountain;1
151;139;247;233;land;false;mountain;1
152;142;240;227;land;false;forest;1
153;216;44;252;land;false;mountain;1
154;149;135;231;land;false;plains;1
155;85;192;233;land;false;forest;1
156;231;240;204;land;false;plains;1
157;220;196;230;land;false;plains;1
158;254;146;230;land;false;mountain;1
159;252;250;246;land;false;forest;1
160;169;219;125;land;false;urban;1
161;149;235;224;land;false;plains;1
162;217;88;218;land;false;urban;1
163;13;254;243;land;false;urban;1
164;166;233;182;land;false;mountain;1
165;227;254;213;land;false;forest;1
166;177;181;155;land;false;mountain;1
167;125;165;244;land;false;plains;1
168;201;173;131;land;false;forest;1
169;232;119;182;land;false;mountain;1
170;134;220;222;land;false;hills;1
171;93;245;228;land;false;mountain;1
172;252;91;220;land;false;forest;1
173;182;235;184;land;false;plains;1
174;228;65;225;land;false;forest;1
175;250;126;225;land;false;mountain;1
176;122;160;244;land;false;marsh;1
177;246;183;151;land;false;mountain;1
178;222;204;163;land;true;forest;1
179;213;225;251;land;false;forest;1
180;234;115;216;land;false;urban;1
181;195;197;231;land;false;urban;1
182;180;192;142;land;false;mountain;1
183;168;238;177;land;false;forest;1
184;92;212;251;land;false;marsh;1
185;168;211;241;land;false;forest;1
186;227;251;131;land;false;forest;1
187;197;169;141;land;false;forest;1
188;120;217;197;land;false;mountain;1
189;205;226;123;land;false;mountain;1
190;209;243;97;land;false;mountain;1
191;202;157;223;land;false;forest;1
192;158;249;184;land;false;plains;1
193;223;165;153;land;false;mountain;1
194;245;112;145;land;false;forest;1
195;181;112;209;land;false;plains;1
196;217;192;124;land;false;urban;1
197;182;232;118;land;false;plains;1
198;246;183;121;land;false;forest;1
199;196;142;167;land;false;plains;1
200;66;241;229;land;false;urban;1
201;203;240;156;land;false;urban;1
202;107;149;246;land;false;plains;1
203;246;189;252;land;false;forest;1
204;159;200;142;land;false;mountain;1
205;109;232;239;land;true;forest;1
206;251;238;23;land;false;mountain;1
207;179;202;242;land;false;mountain;1
208;221;198;127;land;false;urban;1
209;246;157;207;land;false;plains;1
210;177;224;106;land;false;forest;1
211;237;183;122;land;true;forest;1
212;169;246;204;land;false;forest;1
213;121;169;251;land;false;urban;1
214;219;75;234;land;true;urban;1
215;138;176;246;land;false;mountain;1
216;225;141;188;land;false;mountain;1
217;45;232;235;land;false;urban;1
218;84;248;237;land;false;plains;1
219;213;233;167;land;false;forest;1
220;205;211;214;land;false;urban;1
221;136;239;178;land;false;urban;1
222;198;140;252;land;false;forest;1
223;225;240;117;land;false;forest;1
224;242;168;137;land;false;forest;1
225;200;186;235;land;false;forest;1
226;167;153;214;land;false;forest;1
227;199;167;214;land;false;marsh;1
228;236;160;157;land;false;plains;1
229;195;99;253;land;false;forest;1
230;188;211;121;land;false;urban;1
231;139;157;248;land;false;forest;1
232;185;244;179;land;false;urban;1
233;167;174;212;land;false;forest;1
234;193;138;227;land;false;urban;1
235;195;225;159;land;false;forest;1
236;200;169;135;land;false;mountain;1
237;231;201;118;land;true;plains;1
238;249;234;80;land;false;urban;1
239;254;151;98;land;false;mountain;1
240;154;236;151;land;false;urban;1
241;178;134;210;land;false;forest;1
242;237;109;232;land;false;mountain;1
243;109;220;172;land;false;mountain;1
244;241;240;244;land;false;urban;1
245;186;192;196;land;false;plains;1
246;157;222;175;land;true;forest;1
247;144;191;236;land;false;mountain;1
248;237;199;188;land;false;forest;1
249;230;237;71;land;false;urban;1
250;191;109;219;land;false;urban;1
251;109;247;181;land;false;plains;1
252;203;104;252;land;false;marsh;1
253;248;214;148;land;false;plains;1
254;220;252;117;land;false;mountain;1
255;109;187;220;land;false;mountain;1
256;238;168;200;land;false;plains;1
257;225;110;182;land;true;urban;1
258;146;239;158;land;false;mountain;1
259;185;242;213;land;true;plains;1
260;40;236;243;land;false;forest;1
261;176;202;164;land;false;urban;1
262;226;249;62;land;false;plains;1
263;224;175;151;land;false;plains;1
264;253;149;185;land;false;mountain;1
265;126;212;179;land;false;urban;1
266;182;167;163;land;false;forest;1
267;246;210;170;land;false;urban;1
268;237;166;181;land;false;urban;1
269;105;218;214;land;false;urban;1
270;119;239;196;land;false;forest;1
271;146;252;184;land;true;plains;1
272;227;163;228;land;false;forest;1
273;208;191;215;land;false;plains;1
274;203;218;186;land;false;urban;1
275;211;112;254;land;false;plains;1
276;241;65;228;land;false;forest;1
277;237;214;64;land;false;urban;1
278;221;117;246;land;false;plains;1
279;252;105;159;land;false;plains;1
280;82;205;220;land;true;plains;1
281;213;175;125;land;false;plains;1
282;150;186;188;land;false;forest;1
283;200;172;252;land;false;mountain;1
284;179;116;221;land;false;plains;1
285;145;149;250;land;false;mountain;1
286;228;232;125;land;false;plains;1
287;130;237;171;land;false;forest;1
288;225;60;234;land;true;forest;1
289;152;171;228;land;true;plains;1
290;107;234;206;land;false;forest;1
291;198;173;235;land;false;urban;1
292;162;234;134;land;false;plains;1
293;201;219;173;land;false;forest;1
294;130;254;214;land;false;urban;1
295;250;143;170;land;false;urban;1
296;222;211;84;land;false;urban;1
297;180;158;232;land;false;forest;1
298;238;218;146;land;false;forest;1
299;124;242;174;land;false;plains;1
300;67;199;252;land;false;mountain;1
301;192;107;204;land;false;urban;1
302;241;225;106;land;false;forest;1
303;232;213;184;land;false;forest;1
304;223;225;229;land;false;mountain;1
305;235;42;248;land;false;forest;1
306;174;240;117;land;false;plains;1
307;246;239;170;land;false;forest;1
308;225;217;244;land;false;marsh;1
309;231;224;116;land;false;forest;1
310;239;180;156;land;false;mountain;1
311;182;235;122;land;false;urban;1
312;191;169;192;land;false;plains;1
313;182;240;216;land;false;plains;1
314;213;219;239;land;false;mountain;1
315;225;164;228;land;false;urban;1
316;169;136;252;land;false;plains;1
317;248;34;244;land;false;forest;1
318;238;180;227;land;false;urban;1
319;217;187;121;land;false;forest;1
320;167;236;190;land;false;mountain;1
321;237;147;219;land;false;plains;1
322;221;91;190;land;false;urban;1
323;100;250;166;land;false;mountain;1
324;220;154;160;land;false;mountain;1
325;249;87;248;land;false;urban;1
326;147;177;201;land;false;urban;1
327;195;228;170;land;false;urban;1
328;240;74;202;land;false;forest;1
329;150;189;181;land;false;forest;1
330;25;244;250;land;true;plains;1
331;220;169;224;land;false;plains;1
332;104;164;249;land;false;forest;1
333;81;250;211;land;false;forest;1
334;220;233;91;land;false;urban;1
335;131;248;192;land;false;urban;1
336;247;117;175;land;false;plains;1
337;182;217;194;land;false;urban;1
338;126;223;164;land;false;urban;1
339;190;213;100;land;false;urban;1
340;196;244;219;land;false;forest;1
341;250;163;103;land;false;forest;1
342;184;174;157;land;false;forest;1
343;225;132;153;land;false;forest;1
344;188;232;209;land;false;forest;1
345;254;108;186;land;false;urban;1
346;158;113;231;land;false;marsh;1
347;224;168;154;land;true;plains;1
348;170;174;160;land;false;forest;1
349;190;175;243;land;false;urban;1
350;193;164;203;land;false;mountain;1
351;60;249;223;land;false;forest;1
352;164;231;132;land;false;mountain;1
353;249;180;200;land;true;plains;1
354;108;248;238;land;false;forest;1
355;163;243;163;land;false;mountain;1
356;216;224;234;land;false;urban;1
357;178;230;213;land;false;forest;1
358;168;232;168;land;false;mountain;1
359;170;190;251;land;false;plains;1
360;192;162;243;land;false;plains;1
361;95;253;165;land;true;plains;1
362;152;132;230;land;false;mountain;1
363;181;253;103;land;false;plains;1
364;247;231;114;land;false;mountain;1
365;200;95;221;land;false;plains;1
366;58;224;226;land;false;forest;1
367;124;204;180;land;false;mountain;1
368;254;244;7;land;true;urban;1
369;137;132;236;land;false;forest;1
370;248;199;83;land;false;plains;1
371;252;249;242;land;false;urban;1
372;157;195;242;land;false;mountain;1
373;163;147;246;land;true;forest;1
374;250;132;172;land;false;mountain;1
375;83;229;210;land;false;urban;1
376;250;109;198;land;false;mountain;1
377;164;168;213;land;false;mountain;1
378;158;151;241;land;false;plains;1
379;243;144;165;land;false;forest;1
380;205;198;235;land;false;forest;1
381;203;234;216;land;false;forest;1
382;245;174;147;land;false;forest;1
383;196;230;175;land;false;plains;1
384;187;235;198;land;false;forest;1
385;140;184;239;land;false;forest;1
386;226;239;71;land;false;marsh;1
387;144;183;203;land;true;urban;1
388;239;146;231;land;true;mountain;1
389;252;238;204;land;true;plains;1
390;170;188;152;land;false;forest;1
391;168;143;230;land;false;urban;1
392;231;199;175;land;false;forest;1
393;162;199;206;land;false;urban;1
394;206;88;243;land;false;plains;1
395;233;64;222;land;false;mountain;1
396;245;126;140;land;false;plains;1
397;219;87;204;land;false;mountain;1
398;220;168;208;land;false;plains;1
399;232;77;241;land;false;urban;1
400;168;142;242;land;false;plains;1
401;180;153;168;land;false;forest;1
402;250;76;207;land;false;forest;1
403;198;177;240;land;false;urban;1
404;200;147;239;land;false;urban;1
405;245;147;144;land;false;forest;1
406;241;148;178;land;false;urban;1
407;236;225;72;land;false;urban;1
408;123;191;232;land;false;urban;1
409;234;203;109;land;false;mountain;1
410;148;141;242;land;false;plains;1
411;141;243;240;land;true;urban;1
412;124;225;158;land;true;urban;1
413;216;225;248;land;false;mountain;1
414;238;117;214;land;false;forest;1
415;253;227;126;land;false;mountain;1
416;211;133;173;land;false;forest;1
417;254;230;227;land;false;mountain;1
418;228;61;250;land;false;plains;1
419;219;203;79;land;false;urban;1
420;77;243;234;land;true;urban;1
421;148;140;235;land;false;forest;1
422;244;63;232;land;false;forest;1
423;229;145;246;land;true;forest;1
424;232;24;247;land;false;forest;1
425;223;119;169;land;false;urban;1
426;124;167;249;land;false;mountain;1
427;235;93;195;land;true;forest;1
428;254;149;239;land;false;forest;1
429;207;200;159;land;false;plains;1
430;182;199;193;land;false;mountain;1
431;222;164;250;land;false;plains;1
432;231;182;191;land;false;mountain;1
433;214;147;154;land;false;mountain;1
434;254;124;156;land;false;urban;1
435;144;128;240;land;false;plains;1
436;254;196;56;land;false;mountain;1
437;252;81;254;land;false;urban;1
438;151;247;157;land;false;mountain;1
439;221;151;131;land;false;forest;1
440;189;211;214;land;false;forest;1
441;245;117;246;land;false;plains;1
442;232;243;37;land;false;forest;1
443;231;87;229;land;false;mountain;1
444;229;142;252;land;false;plains;1
445;132;211;250;land;false;urban;1
446;102;239;161;land;false;plains;1
447;222;43;237;land;false;urban;1
448;212;247;66;land;false;mountain;1
449;234;153;145;land;false;forest;1
450;223;197;98;land;false;forest;1
451;160;217;136;land;false;plains;1
452;120;233;167;land;false;plains;1
453;216;191;191;land;false;mountain;1
454;231;192;164;land;false;plains;1
455;190;170;166;land;false;mountain;1
456;135;242;249;land;false;forest;1
457;186;253;136;land;false;plains;1
458;209;119;197;land;false;forest;1
459;230;100;187;land;false;urban;1
460;107;239;186;land;false;forest;1
461;127;171;242;land;false;mountain;1
462;226;198;114;land;false;forest;1
463;79;249;203;land;false;plains;1
464;169;237;142;land;true;plains;1
465;234;167;166;land;false;plains;1
466;239;49;251;land;false;mountain;1
467;238;194;156;land;false;forest;1
