1;arms_factory;4046.00;10.62;1603.00;3.28;0
1;arms_factory;4045.00;10.32;1621.00;5.95;0
1;arms_factory;4076.00;10.40;1593.00;2.33;0
1;arms_factory;4089.00;9.85;1600.00;0.17;0
1;arms_factory;4058.00;10.20;1613.00;1.73;0
1;arms_factory;4040.00;10.20;1627.00;4.39;0
1;industrial_complex;4097.00;10.50;1576.00;0.78;0
1;industrial_complex;4060.00;10.93;1584.00;4.90;0
1;industrial_complex;4041.00;10.80;1609.00;5.00;0
1;industrial_complex;4016.00;10.20;1610.00;2.84;0
1;industrial_complex;4089.00;10.25;1589.00;5.50;0
1;industrial_complex;4058.00;10.62;1604.00;0.78;0
1;air_base;4041.00;10.90;1605.00;3.45;0
1;supply_node;4055.00;10.75;1601.00;3.12;0
1;supply_node;4030.00;10.50;1616.00;4.60;0
1;supply_node;4093.00;10.53;1583.00;2.36;0
1;supply_node;4080.00;9.98;1600.00;3.84;0
1;naval_base;4049.00;9.75;1633.00;-3.22;3179
1;naval_base;4071.00;9.78;1619.00;-3.80;3179
1;naval_base;4065.00;9.80;1620.00;-3.70;3179
1;bunker;4020.00;10.38;1611.00;1.80;0
1;bunker;4059.00;10.20;1614.00;3.00;0
1;bunker;4070.00;10.32;1601.00;0.84;0
1;bunker;4103.00;9.90;1594.00;2.40;0
1;coastal_bunker;4009.00;9.50;1618.00;-3.22;0
1;coastal_bunker;4101.00;9.50;1600.00;-3.80;0
1;coastal_bunker;4069.00;9.75;1619.00;-3.70;0
1;dockyard;4011.00;9.80;1624.00;-3.22;0
1;anti_air_building;4016.00;10.28;1604.00;3.51;0
1;anti_air_building;4025.00;9.93;1630.00;1.35;0
1;anti_air_building;4067.00;10.90;1589.00;1.46;0
1;synthetic_refinery;4054.00;10.90;1590.00;5.58;0
1;fuel_silo;4035.00;10.78;1612.00;1.96;0
1;radar_station;4057.00;10.57;1604.00;0.26;0
1;rocket_site;4069.00;10.85;1584.00;6.18;0
1;nuclear_reactor;4049.00;10.55;1608.00;4.02;0
1;floating_harbor;4070.74;9.50;1625.92;-0.56;237
1;floating_harbor;4045.00;9.50;1675.00;-0.29;361
1;floating_harbor;4091.30;9.50;1614.53;-0.66;831
2;arms_factory;3989.00;9.85;1595.00;2.33;0
2;arms_factory;4008.00;10.62;1578.00;0.17;0
2;arms_factory;4030.00;10.75;1578.00;1.73;0
2;arms_factory;4028.00;10.73;1579.00;4.39;0
2;arms_factory;4008.00;9.93;1604.00;0.78;0
2;arms_factory;4019.00;10.73;1580.00;4.90;0
2;industrial_complex;3996.00;10.20;1582.00;5.00;0
2;industrial_complex;3990.00;10.25;1579.00;2.84;0
2;industrial_complex;3990.00;10.20;1581.00;5.50;0
2;industrial_complex;3985.00;10.10;1583.00;0.78;0
2;industrial_complex;4026.00;11.10;1570.00;3.45;0
2;industrial_complex;4028.00;11.00;1571.00;1.29;0
2;air_base;3984.00;10.00;1585.00;5.41;0
2;supply_node;4035.00;10.85;1574.00;2.36;0
2;supply_node;4008.00;10.38;1586.00;3.84;0
2;supply_node;3987.00;10.05;1588.00;0.49;0
2;naval_base;3996.00;9.80;1603.00;-3.51;3179
2;naval_base;4002.00;9.80;1606.00;-2.80;3179
2;bunker;4003.00;10.70;1575.00;1.80;0
2;bunker;3994.00;9.80;1600.00;3.00;0
2;bunker;4048.00;11.10;1577.00;0.84;0
2;coastal_bunker;3981.00;9.75;1592.00;-2.19;0
2;coastal_bunker;4002.00;9.57;1607.00;-2.80;0
2;dockyard;3998.00;9.80;1604.00;-3.51;0
2;anti_air_building;4002.00;9.90;1601.00;4.47;0
2;anti_air_building;4000.00;9.85;1603.00;0.85;0
2;anti_air_building;4028.00;10.60;1585.00;3.51;0
2;synthetic_refinery;4020.00;11.25;1567.00;1.35;0
2;fuel_silo;4023.00;11.10;1568.00;1.46;0
2;radar_station;4013.00;10.70;1579.00;0.68;0
2;rocket_site;4037.00;10.90;1587.00;1.96;0
2;nuclear_reactor;4023.00;10.40;1589.00;6.08;0
2;floating_harbor;3998.69;9.50;1612.61;0.34;1737
2;floating_harbor;3974.30;9.50;1597.07;0.95;2301
3;arms_factory;4151.00;11.20;1538.00;1.73;0
3;arms_factory;4139.00;10.62;1578.00;4.39;0
3;arms_factory;4122.00;10.23;1588.00;0.78;0
3;arms_factory;4130.00;11.00;1550.00;4.90;0
3;arms_factory;4161.00;10.65;1585.00;5.00;0
3;arms_factory;4153.00;11.20;1542.00;2.84;0
3;industrial_complex;4136.00;10.43;1581.00;5.50;0
3;industrial_complex;4144.00;10.23;1592.00;0.78;0
3;industrial_complex;4142.00;10.80;1576.00;3.45;0
3;industrial_complex;4141.00;10.20;1588.00;1.29;0
3;industrial_complex;4149.00;11.55;1560.00;5.41;0
3;industrial_complex;4130.00;10.32;1584.00;5.51;0
3;air_base;4122.00;10.88;1556.00;3.35;0
3;supply_node;4150.00;10.55;1586.00;0.49;0
3;supply_node;4116.00;10.50;1578.00;3.42;0
3;supply_node;4144.00;11.15;1561.00;6.01;0
3;supply_node;4142.00;11.05;1540.00;2.66;0
3;naval_base;4166.00;9.80;1601.00;-2.91;3055
3;naval_base;4109.00;9.80;1597.00;-3.19;3055
3;bunker;4135.00;11.00;1545.00;2.40;0
3;bunker;4154.00;11.32;1553.00;5.07;0
3;bunker;4145.00;10.35;1586.00;1.45;0
3;bunker;4130.00;10.45;1582.00;4.47;0
3;coastal_bunker;4168.00;9.80;1597.00;-2.91;0
3;coastal_bunker;4120.00;9.55;1597.00;-3.19;0
3;dockyard;4116.00;9.78;1597.00;-3.19;0
3;anti_air_building;4149.00;11.53;1557.00;1.46;0
3;anti_air_building;4118.00;10.50;1578.00;5.58;0
3;anti_air_building;4155.00;11.23;1552.00;1.96;0
3;synthetic_refinery;4164.00;11.40;1564.00;6.08;0
3;fuel_silo;4109.00;9.98;1592.00;6.18;0
3;radar_station;4139.00;10.82;1566.00;5.79;0
3;rocket_site;4133.00;10.20;1587.00;0.41;0
3;nuclear_reactor;4155.00;11.53;1555.00;3.07;0
3;floating_harbor;4145.43;9.50;1605.82;0.23;420
3;floating_harbor;4117.37;9.50;1603.99;-0.05;2175
4;arms_factory;4188.00;10.32;1583.00;0.78;0
4;arms_factory;4176.00;10.62;1585.00;4.90;0
4;arms_factory;4175.00;10.55;1586.00;5.00;0
4;arms_factory;4177.00;10.82;1578.00;2.84;0
4;arms_factory;4200.00;9.90;1578.00;5.50;0
4;arms_factory;4194.00;10.20;1579.00;0.78;0
4;industrial_complex;4187.00;10.60;1572.00;3.45;0
4;industrial_complex;4183.00;10.57;1573.00;1.29;0
4;industrial_complex;4195.00;10.32;1574.00;5.41;0
4;industrial_complex;4201.00;10.32;1562.00;5.51;0
4;industrial_complex;4200.00;10.43;1565.00;3.35;0
4;industrial_complex;4208.00;9.90;1566.00;6.01;0
4;air_base;4194.00;10.57;1568.00;2.40;0
4;supply_node;4167.00;11.20;1543.00;6.01;0
4;supply_node;4190.00;10.40;1579.00;2.66;0
4;supply_node;4185.00;10.70;1556.00;4.14;0
4;naval_base;4187.00;9.88;1595.00;-4.04;3055
4;naval_base;4209.00;9.85;1556.00;1.53;3055
4;bunker;4176.00;11.03;1543.00;5.07;0
4;bunker;4190.00;10.57;1572.00;1.45;0
4;bunker;4180.00;10.93;1545.00;4.47;0
4;coastal_bunker;4201.00;9.82;1580.00;-4.04;0
4;coastal_bunker;4209.00;9.85;1556.00;1.53;0
4;dockyard;4178.00;9.85;1599.00;-4.04;0
4;anti_air_building;4179.00;11.00;1566.00;1.46;0
4;anti_air_building;4187.00;10.70;1558.00;5.58;0
4;anti_air_building;4179.00;10.93;1559.00;1.96;0
4;synthetic_refinery;4171.00;11.35;1560.00;6.08;0
4;fuel_silo;4197.00;10.30;1553.00;6.18;0
4;radar_station;4185.00;10.82;1564.00;5.79;0
4;rocket_site;4187.00;10.70;1555.00;0.41;0
4;nuclear_reactor;4179.00;10.90;1548.00;3.07;0
4;floating_harbor;4200.47;9.50;1587.37;-0.90;2099
4;floating_harbor;4215.99;9.50;1554.71;-1.61;2105
5;arms_factory;3945.00;10.05;1583.00;5.00;0
5;arms_factory;3921.00;10.10;1573.00;2.84;0
5;arms_factory;3937.00;10.30;1576.00;5.50;0
5;arms_factory;3959.00;10.75;1565.00;0.78;0
5;arms_factory;3969.00;10.45;1569.00;3.45;0
5;arms_factory;3886.00;10.00;1573.00;1.29;0
5;industrial_complex;3922.00;10.38;1569.00;5.41;0
5;industrial_complex;3905.00;10.45;1565.00;5.51;0
5;industrial_complex;3913.00;10.90;1562.00;3.35;0
5;industrial_complex;3923.00;9.98;1574.00;6.01;0
5;industrial_complex;3971.00;10.00;1576.00;2.40;0
5;industrial_complex;3964.00;10.10;1580.00;3.96;0
5;air_base;3954.00;10.45;1570.00;1.80;0
5;supply_node;3904.00;10.50;1565.00;4.14;0
5;supply_node;3956.00;10.35;1572.00;1.90;0
5;supply_node;3906.00;10.00;1578.00;4.83;0
5;naval_base;3972.00;9.53;1588.00;-2.76;3096
5;naval_base;3892.00;9.80;1581.00;-2.94;3096
5;bunker;3882.00;9.75;1580.00;4.47;0
5;bunker;3932.00;9.95;1580.00;0.85;0
5;bunker;3921.00;10.25;1571.00;3.51;0
5;coastal_bunker;3903.00;9.80;1588.00;-2.94;0
5;coastal_bunker;3970.00;9.75;1586.00;-2.76;0
5;dockyard;3964.00;9.80;1586.00;-2.76;0
5;anti_air_building;3927.00;10.30;1570.00;1.96;0
5;anti_air_building;3890.00;10.35;1557.00;6.08;0
5;anti_air_building;3924.00;10.80;1563.00;6.18;0
5;synthetic_refinery;3890.00;9.98;1576.00;4.02;0
5;fuel_silo;3944.00;9.80;1589.00;0.41;0
5;radar_station;3937.00;10.48;1571.00;5.02;0
5;rocket_site;3956.00;10.40;1571.00;6.09;0
5;nuclear_reactor;3974.00;10.53;1568.00;2.47;0
5;floating_harbor;3947.40;9.50;1593.50;0.38;1652
5;floating_harbor;3903.63;9.50;1589.86;0.20;1779
6;arms_factory;4081.00;11.62;1547.00;5.50;0
6;arms_factory;4114.00;11.50;1545.00;0.78;0
6;arms_factory;4082.00;11.53;1552.00;3.45;0
6;arms_factory;4067.00;11.40;1550.00;1.29;0
6;arms_factory;4072.00;11.10;1560.00;5.41;0
6;arms_factory;4111.00;11.70;1542.00;5.51;0
6;industrial_complex;4083.00;11.70;1548.00;3.35;0
6;industrial_complex;4113.00;11.45;1546.00;6.01;0
6;industrial_complex;4103.00;11.50;1545.00;2.40;0
6;industrial_complex;4071.00;11.30;1552.00;3.96;0
6;industrial_complex;4074.00;11.40;1549.00;1.80;0
6;industrial_complex;4090.00;10.98;1559.00;3.00;0
6;air_base;4100.00;11.68;1542.00;0.84;0
6;supply_node;4059.00;11.00;1575.00;4.83;0
6;supply_node;4104.00;11.15;1549.00;0.03;0
6;supply_node;4053.00;11.35;1553.00;4.07;0
6;supply_node;4077.00;11.15;1560.00;5.55;0
6;bunker;4080.00;11.68;1548.00;0.85;0
6;bunker;4054.00;11.20;1568.00;3.51;0
6;bunker;4051.00;11.20;1568.00;1.35;0
6;bunker;4096.00;11.45;1548.00;1.46;0
6;anti_air_building;4069.00;11.53;1540.00;5.58;0
6;anti_air_building;4057.00;11.15;1564.00;1.96;0
6;anti_air_building;4058.00;11.30;1560.00;6.08;0
6;synthetic_refinery;4062.00;10.90;1578.00;6.18;0
6;fuel_silo;4056.00;11.12;1575.00;4.02;0
6;radar_station;4086.00;11.07;1559.00;0.98;0
6;rocket_site;4059.00;11.50;1552.00;3.07;0
6;nuclear_reactor;4044.00;11.35;1550.00;6.09;0
7;arms_factory;3865.00;9.82;1542.00;3.45;0
7;arms_factory;3854.00;9.75;1556.00;1.29;0
7;arms_factory;3849.00;9.75;1523.00;5.41;0
7;arms_factory;3870.00;9.85;1538.00;5.51;0
7;arms_factory;3877.00;9.80;1565.00;3.35;0
7;arms_factory;3859.00;9.80;1507.00;6.01;0
7;industrial_complex;3845.00;9.70;1519.00;2.40;0
7;industrial_complex;3864.00;9.85;1550.00;3.96;0
7;industrial_complex;3861.00;9.78;1559.00;1.80;0
7;industrial_complex;3868.00;9.90;1526.00;3.00;0
7;industrial_complex;3873.00;9.80;1547.00;0.84;0
7;industrial_complex;3857.00;9.80;1541.00;2.40;0
7;air_base;3858.00;9.75;1512.00;5.07;0
7;supply_node;3873.00;9.80;1536.00;4.07;0
7;supply_node;3841.00;9.80;1528.00;5.55;0
7;supply_node;3869.00;9.80;1557.00;2.20;0
7;supply_node;3859.00;9.73;1516.00;6.25;0
7;naval_base;3864.00;9.70;1561.00;-2.36;3096
7;naval_base;3853.00;9.50;1506.00;-0.50;3249
7;naval_base;3846.00;9.70;1538.00;-2.03;3249
7;bunker;3859.00;9.88;1536.00;1.96;0
7;bunker;3881.00;9.90;1561.00;6.08;0
7;bunker;3875.00;9.82;1549.00;6.18;0
7;bunker;3842.00;9.80;1529.00;4.02;0
7;coastal_bunker;3855.00;9.50;1505.00;-0.50;0
7;coastal_bunker;3856.00;9.53;1544.00;-0.79;0
7;coastal_bunker;3839.00;9.50;1516.00;-2.03;0
7;dockyard;3849.00;9.50;1510.00;-0.50;0
7;anti_air_building;3848.00;9.70;1537.00;5.13;0
7;anti_air_building;3855.00;9.70;1511.00;1.52;0
7;anti_air_building;3860.00;9.70;1521.00;4.54;0
7;synthetic_refinery;3873.00;9.80;1552.00;5.74;0
7;fuel_silo;3878.00;9.88;1562.00;3.58;0
7;radar_station;3862.00;9.90;1537.00;1.21;0
7;rocket_site;3835.00;9.73;1523.00;1.52;0
7;nuclear_reactor;3868.00;9.82;1547.00;4.19;0
7;floating_harbor;3832.74;9.50;1532.13;1.11;387
7;floating_harbor;3858.05;9.50;1567.95;0.79;1274
7;floating_harbor;3849.65;9.50;1498.85;-3.64;2307
8;arms_factory;3978.00;15.07;1537.00;5.41;0
8;arms_factory;4020.00;13.55;1537.00;5.51;0
8;arms_factory;4022.00;13.23;1544.00;3.35;0
8;arms_factory;4001.00;13.65;1553.00;6.01;0
8;arms_factory;3998.00;12.15;1564.00;2.40;0
8;arms_factory;3983.00;13.90;1544.00;3.96;0
8;industrial_complex;4008.00;14.62;1531.00;1.80;0
8;industrial_complex;3968.00;11.35;1555.00;3.00;0
8;industrial_complex;4040.00;12.65;1539.00;0.84;0
8;industrial_complex;3966.00;11.30;1555.00;2.40;0
8;industrial_complex;3992.00;15.03;1538.00;5.07;0
8;industrial_complex;4000.00;12.53;1560.00;1.45;0
8;air_base;3983.00;15.57;1526.00;4.47;0
8;supply_node;4008.00;15.30;1541.00;2.20;0
8;supply_node;3970.00;15.68;1530.00;6.25;0
8;supply_node;3996.00;12.15;1563.00;1.44;0
8;supply_node;4038.00;12.75;1539.00;4.37;0
8;supply_node;3983.00;13.57;1546.00;0.68;0
8;supply_node;4021.00;12.43;1554.00;3.61;0
8;bunker;3978.00;15.40;1521.00;6.08;0
8;bunker;4012.00;14.07;1538.00;6.18;0
8;bunker;3978.00;13.75;1544.00;4.02;0
8;bunker;4034.00;11.95;1549.00;0.41;0
